LIBMORPHOCIMO3|CIMO3|CODMORPHOCIMO3|Comm|LESION|LIBLESION|MODIFADICAP
Mésothéliome bénin|M-9050/0|90500|G|M0P5|MESOTHELIOME BENIN PAPILLAIRE BIEN DIFFERENCIE|
|M-9053/0|90530||M0P6|MESOTHELIOME BENIN BIPHASIQUE|
Mésothéliome polykystique bénin|M-9055/0|90550||M0P7|MESOTHELIOME MULTIKYSTIQUE (PERITOINE)|
Tumeur adénomatoïde, SAI|M-9054/0|90540||M0P8|TUMEUR ADENOMATOIDE|
|M-8720/1|87201|G|M4A0|TUMEUR PIGMENTAIRE DE MALIGNITE INCERTAINE (SAI)|
||||M4B1|HYPERPLASIE LENTIGINEUSE ATYPIQUE|
Nævus dysplasique (C44.-)|M-8727/0|87270||M4K0|NAEVUS DYSPLASIQUE (SAI)|
Nævus dysplasique (C44.-)|M-8727/0|87270|G|M4K1|NAEVUS DYSPLASIQUE ISOLE|
Nævus dysplasique (C44.-)|M-8727/0|87270|G|M4K2|NAEVI DYSPLASIQUES MULTIPLES NON FAMILIAUX|
Nævus dysplasique (C44.-)|M-8727/0|87270|G|M4K3|NAEVI DYSPLASIQUES MULTIPLES FAMILIAUX - BK MOLE SYNDROME (SANS MELANOME MALIN)|
Mésenchymome, SAI|M-8990/1|89901||M4M0|MESENCHYMOME A MALIGNITE INCERTAINE|
|M-9050/1|90501|G|M4P0|TUMEUR MESOTHELIALE A LA LIMITE DE LA MALIGNITE|
Mélanome in situ|M-8720/2|87202||M5A0|MELANOME MALIN IN SITU (SAI)|
|M-8743/2|87202|G|M5B5|MELANOME SUPERFICIEL EXTENSIF IN SITU|
Lentigo malin (C44.-)|M-8742/2|87422||M5G2|MELANOSE CIRCONSCRITE DE DUBREUILH|
Mélanome in situ|M-8720/2|87202|G|M5G4|MELANOME MALIN IN SITU PAGETOIDE|
Mélanome in situ|M-8720/2|87202|G|M5G6|MELANOME MALIN IN SITU SUR NAEVUS PREEXISTANT|
Mélanome in situ|M-8720/2|87202|G|M5G7|MELANOME MALIN IN SITU LENTIGINEUX DES EXTREMITES|
Mélanome in situ|M-8720/2|87202|G|M5K0|MELANOME MALIN IN SITU SUR NAEVUS DYSPLASIQUE|
|M-8270/2|87202|G|M5K1|MELANOME MALIN IN SITU SUR NAEVUS DYSPLASIQUE ISOLE|
|M-8270/2|87202|G|M5K2|MELANOME MALIN IN SITU SUR NAEVI DYSPLASIQUES MULTIPLES NON FAMILIAUX|
Mélanome in situ|M-8720/2|87202|G|M5K3|MELANOME MALIN IN SITU SUR NAEVI DYSPLASIQUES MULTIPLES FAMILIAUX|
Mélanome malin, SAI (à l’exception du mélanome juvénile M-8770/0)|M-8720/3|87203||M7A0|MELANOME MALIN (SAI)|
Mélanome à cellules épithélioïdes et à cellules fusiformes|M-8770/3|87703||M7A7|MELANOME MALIN SPITZOIDE|
Mélanome acral lentigineux malin (C44.-)|M-8744/3|87443||M7B1|MELANOME MALIN LENTIGINEUX DES EXTREMITES - MELANOME MALIN LENTIGINEUX ACRAL|
Mélanome nodulaire (C44.-)|M-8721/3|87213||M7B3|MELANOME MALIN NODULAIRE (MMN)|
Mélanome malin sur enævus de jonction (C44.-)|M-8740/3|87403||M7B4|MELANOME NODULAIRE SUR NAEVUS PREEXISTANT|
Mélanome à extension superficielle (C44.-)|M-8743/3|87433||M7B5|MELANOME MALIN SUPERFICIEL EXTENSIF D'EMBLEE|
Mélanome malin sur enævus de jonction (C44.-)|M-8740/3|87403|G|M7B7|MELANOME MALIN SUPERFICIEL EXTENSIF SUR NAEVUS PRE-EXISTANT|
Mélanome malin sur enævus de jonction (C44.-)|M-8740/3|87403|G|M7B8|MELANOME MALIN SUR NAEVUS PRE-EXISTANT (SAI)|
Mélanome malin, SAI (à l’exception du mélanome juvénile M-8770/0)|M-8720/3|87203|G|M7B9|MELANOMES MALINS MULTIPLES - MELANOMATOSE|
Nævus bleu malin (C44.-)|M-8780/3|87803||M7C0|MELANOME MALIN SUR NAEVUS BLEU|
Mélanome à cellules ballonisées (C44.-)|M-8722/3|87223||M7D2|MELANOME MALIN A CELLULES BALLONNISANTES|
Mélanome malin desmoplasique (C44.-)|M-8745/3|87453||M7D4|MELANOME MALIN DESMOPLASTIQUE|
Mélanome malin sur nævus pigmentaire géant (C44.-)|M-8761/3|87613||M7E4|MELANOME MALIN SUR NAEVUS PIGMENTAIRE GEANT|
Mélanome malin sur lentigo malin des vieillards (C44.-)|M-8742/3|87423||M7G2|MELANOME MALIN LENTIGINEUX SUR MELANOSE DE DUBREUILH|
Mélanome malin, SAI (à l’exception du mélanome juvénile M-8770/0)|M-8720/3|87203|G|M7G4|MELANOME MALIN PAGETOIDE|
Mélanome malin sur enævus de jonction (C44.-)|M-8740/3|87403|G|M7K0|MELANOME MALIN SUR NAEVUS DYSPLASIQUE (SAI)|
Mélanome malin sur enævus de jonction (C44.-)|M-8740/3|87403|G|M7K1|MELANOME MALIN SUR NAEVUS DYSPLASIQUE ISOLE|
Mélanome malin sur enævus de jonction (C44.-)|M-8740/3|87403|G|M7K2|MELANOME MALIN SUR NAEVI DYSPLASIQUES MULTIPLES NON FAMILIAUX|
Mélanome malin sur enævus de jonction (C44.-)|M-8740/3|87403|G|M7K3|MELANOME MALIN SUR NAEVI DYSPLASIQUES MULTIPLES FAMILIAUX - BK MOLE SYNDROME (AVEC MELANOME MALIN)|
Mélanome malin régressant (C44.-)|M-8723/3|87233|G|M7L0|MELANOME MALIN REGRESSIF|
Mélanome malin, SAI (à l’exception du mélanome juvénile M-8770/0)|M-8720/3|87203|G|M7L1|MELANOME MALIN (EXERESE COMPLEMENTAIRE)|
Mésenchymome malin|M-8990/3|89903||M7M0|MESENCHYMOME MALIN|
Mésothéliome malin|M-9050/3|90503||M7P0|MESOTHELIOME MALIN (SAI)|
Mésothéliome fibreux malin|M-9051/3|90513||M7P2|MESOTHELIOME MALIN A PREDOMINANCE FUSIFORME OU SARCOMATOIDE|
Mésothéliome épithélioïde malin|M-9052/3|90523||M7P4|MESOTHELIOME MALIN A PREDOMINANCE EPITHELIOIDE|
Mésothéliome malin|M-9050/3|90503|G|M7P5|MESOTHELIOME MALIN PAPILLAIRE BIEN DIFFERENCIE|
Mésothéliome biphasique malin|M-9053/3|90533||M7P6|MESOTHELIOME MALIN BIPHASIQUE|
Mélanome malin, SAI (à l’exception du mélanome juvénile M-8770/0)|M-8720/3|87203|G|M7X0|TUMEUR MELANIQUE MALIGNE INCLASSABLE|
Mélanome malin, SAI (à l’exception du mélanome juvénile M-8770/0)|M-8720/3|87203|G|M7X1|MELANOME MALIN D'UN TYPE PARTICULIER OU INHABITUEL|
||||MMA0|MELANOME MALIN METASTATIQUE|
Neurilemmome, SAI|M-9560/0|95600||N0A0|SCHWANNOME - NEURINOME (SAI)|
Neurilemmome, SAI|M-9560/0|95600|G|N0A2|SCHWANNOME DE TYPE A- NEURINOME DE TYPE A|
Neurilemmome, SAI|M-9560/0|95600|G|N0A4|SCHWANNOME DE TYPE B - NEURINOME TYPE B|
Neurilemmome, SAI|M-9560/0|95600|G|N0A6|SCHWANNOME PLEXIFORME|
Tumeur à cellules granuleuses, SAI|M-9580/0|95800||N0A8|TUMEUR BENIGNE A CELLULES GRANULEUSES - TUMEUR D'ABRIKOSOFF|
Neurinomatose|M-9560/1|95601||N0B0|NEURINOME - SCHWANNOME DANS LA MALADIE DE RECKLINGHAUSEN|
Neurofibrome, SAI|M-9540/0|95400||N0C0|NEUROFIBROME SOLITAIRE (SAI)|
Neurofibrome plexiforme|M-9550/0|95500||N0C1|NEUROFIBROME PLEXIFORME|
Neurofibrome, SAI|M-9540/0|95400|G|N0C2|NEUROFIBROME EPITHELIOIDE SOLITAIRE|
Neurofibrome mélanotique|M-9541/0|95410||N0C4|NEUROFIBROME MELANOTIQUE - NEUROFIBROME PIGMENTE SOLITAIRE|
Neurofibrome, SAI|M-9540/0|95400|G|N0C6|NEUROFIBROME PACINIEN|
Neurofibrome, SAI|M-9540/0|95400|G|N0C8|NEUROFIBROME A CELLULES GRANULEUSES|
Neurilemmome, SAI|M-9560/0|95600|G|N0C9|SCHWANNOME ET NEUROFIBROME INTRIQUES|
Neurofibromatose, SAI|M-9540/1|95401||N0D0|NEUROFIBROME LOCALISE DANS LA MALADIE DE RECKLINGHAUSEN (SAI)|
Neurofibromatose, SAI|M-9540/1|95401|G|N0D2|NEUROFIBROME PLEXIFORME DANS LA MALADIE DE RECKLINGHAUSEN|
Neurofibromatose, SAI|M-9540/1|95401|G|N0D4|NEUROFIBROME DIFFUS DANS LA MALADIE DE RECKLINGHAUSEN|
Neurinomatose|M-9560/1|95601||N0D9|NEURINOMATOSE - RECKLINGHAUSEN  MALADIE DE|
Névrome, SAI|M-9570/0|95700||N0E0|NEUROME TRAUMATIQUE - NEVROME|
Névrome, SAI|M-9570/0|95700|G|N0F0|NEUROME DE MORTON|
Périneurome, SAI|M-9571/0|95710||N0G0|PERINEURIOME - FIBROME STORIFORME DES NERFS|
Périneurome, SAI|M-9571/0|95710|G|N0G2|PERINEURIOME CELLULAIRE|
Périneurome, SAI|M-9571/0|95710|G|N0G4|PERINEURIOME INTRANERVEUX|
Neurothécome|M-9562/0|95620||N0G5|NEUROTHECOME|
naevus, tissu nerveux|M-75570|75570||N0H0|TUMEUR TRITON BENIGNE - HAMARTOME NEUROMUSCULAIRE|
Méningiome, SAI|M-9530/0|95300||N0J0|MENINGIOME (SAI)|
Méningiome angiomateux|M-9534/0|95340||N0J2|MENINGIOME ANGIOMATEUX|
Méningiome fibreux|M-9532/0|95320||N0J4|MENINGIOME FIBROBLASTIQUE|
Méningiome méningothélial|M-9531/0|95310||N0K2|MENINGIOME MENINGOTHELIAL|
Méningiome, SAI|M-9530/0|95300|G|N0K3|MENINGIOME METAPLASIQUE (CHONDROIDE ET OSSEUX)|
Méningiome transitionel|M-9537/0|95370||N0K4|MENINGIOME MIXTE (FIBROBLASTIQUE ET MENINGOTHELIAL)|
Méningiome psammomateux|M-9533/0|95330||N0K8|MENINGIOME PSAMMOMATEUX|
Méningiome à cellules claires|M-9538/1|95381|G|N0K9|MENINGIOME  VARIETES RARES (MICROKYSTIQUE - A CELLULES CLAIRES - CHORDOIDE -SECRETOIRE - A STROMA LYMPHOIDE)|
Ganglioneurome|M-9490/0|94900||N0L0|GANGLIONEUROME - GANGLIOCYTOME DU SNC|supprimer : - GANGLIOCYTOME
Gangliocytome|M-9492/0|94920||N0L0|GANGLIONEUROME - GANGLIOCYTOME DU SNC|supprimer : GANGLIONEUROME - changer code
Gangliocytome dysplasique du cervelet (maladie de J. Lhermitte et Duclos) (C71.6)|M-9493/0|94930||N0L2|GANGLIOCYTOME DYSPLASIQUE DU CERVELET (LHERMITTE-DUCLOS)|
Astrocytome desmoplastique infantile (C71.-)|M-9412/1|94121||N0N0|GANGLIOGLIOME DESMOPLASIQUE DE L'ENFANCE|
Tumeur neuroépithéliale dysembryoplasique|M-9413/0|94130||N0N2|TUMEUR NEURO-EPITHELIALE DYSEMBRYOPLASIQUE|
Astrocytome pilocytique (C71.-)|M-9421/1|94211||N0S8|ASTROCYTOME PILOCYTIQUE (EX SPONGIOBLASTOME POLAIRE)|
Astrocytome sous-épendymaire à cellules géantes (C71.-)|M-9384/1|93841||N0T2|ASTROCYTOME SOUS-EPENDYMAIRE A CELLULES GEANTES|
||||N0T3|ASTROCYTOME SOUS-EPENDYMAIRE A CELLULES GEANTES DANS LA MALADIE DE BOURNEVILLE|
Épendymome myxopapillaire (C72.0)|M-9394/1|93941||N0W2|EPENDYMOME MYXOPAPILLAIRE|
Subependymome (C71.-)|M-9383/1|93831||N0W6|SUBEPENDYMOME|
Papillome des plexus choroïdes, SAI (C71.5)|M-9390/0|93900||N0Z0|PAPILLOME DES PLEXUS CHOROIDES|
Neurilemmome, SAI|M-9560/0|95600|G|N4A0|SCHWANNOME CELLULAIRE|
||||N4B0|SCHWANNOME A LA LIMITE DE LA MALIGNITE DANS UNE MALADIE DE RECKLINGHAUSEN|
Méningiome atypique|M-9539/1|95391||N4J0|MENINGIOME ATYPIQUE|
Méningiomatose, SAI|M-9530/1|95301||N4J9|MENINGIOMATOSE|
Neurocytome central|M-9506/1|95061||N4L0|NEUROCYTOME CENTRAL|
Tumeur maligne de la gaine des nerfs périphériques|M-9540/3|95403|95603|N7A0|SCHWANNOME MALIN - SARCOME NEUROGENE - NEUROFIBROME ANAPLASIQUE - TUMEUR DES GAINES NERVEUSES PERIPHERIQUES MALIGNES (SAI)|
Tumeur maligne de la gaine des nerfs périphériques|M-9540/3|95403|95603|N7A3|SCHWANNOME MALIN EPITHELIOIDE - TUMEUR DES GAINES NERVEUSES PERIPHERIQUES MALIGNES EPITHELIOIDE|
Tumeur maligne de la gaine des nerfs périphériques|M-9540/3|95403|95603|N7A5|SCHWANNOME MALIN MELANOTIQUE - TUMEUR DES GAINES NERVEUSES PERIPHERIQUES MELANOTIQUE|
Tumeur maligne de la gaine des nerfs périphériques|M-9540/3|95403|95603|N7A6|SCHWANNOME MALIN AVEC DIFFERENCIATION GLANDULAIRE|
Tumeur maligne à cellules granuleuses|M-9580/3|95803||N7A8|TUMEUR MALIGNE A CELLULES GRANULEUSES|
Tumeur maligne de la gaine des nerfs périphériques|M-9540/3|95403|95603|N7B0|SCHWANNOME MALIN DANS UNE MALADIE DE RECKLINGHAUSEN|
Tumeur maligne de la gaine des nerfs périphériques|M-9540/3|95403|G|N7C0|NEUROFIBROME MALIN - NEUROFIBROSARCOME (SAI)|
Tumeur maligne de la gaine des nerfs périphériques|M-9540/3|95403|G|N7C9|NEUROFIBROME MALIN - NEUROFIBROSARCOME DANS LA MALADIE DE RECKLINGHAUSEN|
Tumeur maligne de la gaine des nerfs périphériques avec différenciation rhabdomyoblastique|M-9561/3|95613||N7H0|TUMEUR TRITON MALIGNE - SCHWANNOME MALIN MELANOTIQUE AVEC DIFFERENCIATION MESENCHYMATEUSE ET/OU EPITHELIALE|
Sarcome à cellules claires (sauf du rein, voir M-8964/3)|M-9044/3|90443||N7H5|SARCOME A CELLULES CLAIRES - MELANOME MALIN DES TISSUS MOUS|
Méningiome malin|M-9530/3|95303||N7J0|MENINGIOME MALIN (SAI)|
Méningiome papillaire|M-9538/3|95383|G|N7K6|MENINGIOME PAPILLAIRE|
Neuroblastome, SAI|M-9500/3|95003||N7M0|NEUROBLASTOME PERIPHERIQUE - NEUROBLASTOME CENTRAL|
Ganglioneuroblastome|M-9490/3|94903||N7M1|GANGLIONEUROBLASTOME PERIPHERIQUE - GANGLIONEUROBLASTOME CENTRAL|
Tumeur neuroectodermique périphérique|M-9364/3|93643|G|N7M2|TUMEUR NEUROECTODERMIQUE PRIMITIVE (SAI ) - PNET|ajouter : PNET PERIPHERIQUE
Tumeur desmoplastique à petites cellules rondes|M-8806/3|88063||N7M3|TUMEUR NEUROECTODERMIQUE PRIMITIVE AVEC DIFFERENCIATION MULTIPOTENTIELLE|
Tumeur de Askin|M-9365/3|93653||N7M4|TUMEUR NEUROECTODERMIQUE MALIGNE DE LA REGION THORACO-PULMONAIRE - ASKIN  TUMEUR DE'|
Rhabdomyosarcome avec différenciation ganglionnaire|M-8921/3|89213||N7M5|ECTOMESENCHYMOME|
Neuroépithéliome, SAI|M-9503/3|95033|93643|N7M6|NEUROEPITHELIOME|
Gangliogliome, SAI|M-9505/1|95051||N7N0|GANGLIOGLIOME|
Gangliogliome anaplasique|M-9505/3|95053||N7N1|GANGLIOGLIOME ANAPLASIQUE|
Médulloblastome, SAI (C71.6)|M-9470/3|94703||N7P0|MEDULLOBLASTOME|ajouter : PNET CENTRAL
Médulloblastome nodulaire desmoplastique (C71.6)|M-9471/3|94713||N7P2|MEDULLOBLASTOME DESMOPLASIQUE|
Médullomyoblastome (C71.6)|M-9472/3|94723||N7P4|MEDULLOMYOBLASTOME|
Médulloblastome, SAI (C71.6)|M-9470/3|94703|G|N7P6|MEDULLOBLASTOME MELANOTIQUE|
Médullo-épithéliome, SAI|M-9501/3|95013||N7Q0|MEDULLO-EPITHELIOME|
Gliome malin (C71.-)|M-9380/3|93803||N7R0|GLIOME (SAI)|
Gliome mixte (C71.-)|M-9382/3|93823||N7R4|GLIOME MIXTE (EX GLIOME A COMPOSANTES GLIALES MULTIPLES)|
Gliomatose du cerveau (C71.-)|M-9381/3|93813||N7R9|GLIOMATOSE|
Astrocytome, SAI (C71.-)|M-9400/3|94003||N7S0|ASTROCYTOME (SAI)|
Astrocytome fibrillaire (C71.-)|M-9420/3|94203||N7S2|ASTROCYTOME FIBRILLAIRE|
Astrocytome gémistocytique (C71.-)|M-9411/3|94113||N7S4|ASTROCYTOME GEMISTOCYTIQUE|
Astrocytome protoplasmique (C71.-)|M-9410/3|94103||N7S6|ASTROCYTOME PROTOPLASMIQUE|
Astrocytome, SAI (C71.-)|M-9400/3|94003||N7S7|ASTROCYTOME MIXTE|
Xanthoastrocytome pléomorphe (C71.-)|M-9424/3|94243||N7S9|XANTHO-ASTROCYTOME PLEOMORPHE|
Astroblastome (C71.-)|M-9430/3|94303||N7T4|ASTROBLASTOME|
Astrocytome anaplasique (C71.-)|M-9401/3|94013||N7T6|ASTROCYTOME ANAPLASIQUE|
Oligodendrogliome, SAI (C71.-)|M-9450/3|94503||N7V0|OLIGODENDROGLIOME|
Gliome mixte (C71.-)|M-9382/3|93823||N7V2|OLIGO-ASTROCYTOME MIXTE|
Gliome mixte (C71.-)|M-9382/3|93823||N7V3|OLIGO-ASTROCYTOME MIXTE ANAPLASIQUE|
Oligodendrogliome , anaplasique (C71.-)|M-9451/3|94513||N7V4|OLIGODENDRIOGLIOME ANAPLASIQUE|
Épendymome, SAI (C71.-)|M-9391/3|93913||N7W0|EPENDYMOME (SAI)|
Épendymome, SAI (C71.-)|M-9391/3|93913|G|N7W1|EPENDYMOME CELLULAIRE|
Épendymome, SAI (C71.-)|M-9391/3|93913|G|N7W3|EPENDYMOME EPITHELIAL|
Épendymome papillaire (C71.-)|M-9393/3|93933||N7W4|EPENDYMOME PAPILLAIRE|
Épendymome, SAI (C71.-)|M-9391/3|93913|G|N7W5|EPENDYMOME A CELLULES CLAIRES|
Épendymome anaplasique (C71.-)|M-9392/3|93923||N7W8|EPENDYMOME ANAPLASIQUE|
Épendymome, SAI (C71.-)|M-9391/3|93913||N7W9|EPENDYMOME MIXTE|
Glioblastome, SAI (C71.-)|M-9440/3|94403||N7X0|GLIOBLASTOME (SAI)|
Glioblastome à cellules géantes (C71.-)|M-9441/3|94413||N7X2|GLIOBLASTOME A CELLULES GEANTES|
Gliosarcome (C71.-)|M-9442/3|94423||N7X4|GLIOBLASTOME AVEC COMPOSANTE SARCOMATEUSE|
Spongioblastome polaire (C71.-)|M-9423/3|94233||N7Y0|SPONGIOBLASTOME POLAIRE (PRIMITIF)|
Carcinome des plexus choroïdes (C71.5)|M-9390/3|93903||N7Z0|CARCINOME DES PLEXUS CHOROIDES|
Paragangliome bénin|M-8680/0|86800||P0A0|PARAGANGLIOME BENIN - CHEMODECTOME (SAI)|
Phéochromocytome, SAI (C74.1)|M-8700/0|87000||P0C0|PHEOCHROMOCYTOME BENIN|
Phéochromocytome, SAI (C74.1)|M-8700/0|87000|G|P0C2|PHEOCHROMOCYTOME BENIN AU COURS D'UNE POLYONCOSE|
Tumeur pilaire (C44.-)|M-8103/0|81030||P0E0|TUMEUR PILAIRE (SAI)|
||||P0E2|ACANTHOME DES GAINES PILAIRES|
Adénome, SAI|M-8140/0|81400|G|P0E4|ADENOME INFUNDIBULAIRE|
dyskeratome verruqueux|M-74450|74450||P0E5|DYSKERATOME VERRUQUEUX|
hamartome|M-75500|75500|G|P0E6|HAMARTOME FOLLICULAIRE MULTIPLE|
Tumeur pilaire (C44.-)|M-8103/0|81030|G|P0E7|KYSTE TRICHILEMMAL PROLIFERANT|
naevus comédonien|D4-40380|40380||P0E8|NAEVUS COMEDONIEN|
Pilomatrixome, SAI (C44.-)|M-8110/0|81100||P0G2|PILOMATRICOME - EPITHELIOMA MOMIFIE DE MALHERBE|
pore dilaté de Winer|M-72616|72616||P0G4|PORE DILATE DE WINER|
Trichilemmome (C44.-)|M-8102/0|81020||P0G6|TRICHILEMMOME|
Trichilemmome (C44.-)|M-8102/0|81020|G|P0G7|TRICHILEMMOME AU COURS DE LA MALADIE DE COWDEN|
Pilomatrixome, SAI (C44.-)|M-8110/0|81100||P0H2|TRICHO-EPITHELIOME - TRICHO-EPITHELIOME DESMOPLASTIQUE - HAMARTOME EPITHELIAL SCLEROSANT|
Trichofolliculome (C44.-)|M-8101/0|81010||P0H4|TRICHOFOLLICULOME - FIBROFOLLICULOME|
Trichofolliculome (C44.-)|M-8101/0|81010|G|P0H6|TRICHOFOLLICULOME SEBACE|
Tumeur pilaire (C44.-)|M-8103/0|81030||P0H8|TUMEUR TRICHOGENIQUE  VARIETES RARES (TRICHOBLASTOME- FIBROME TRICHOBLASTIQUE ETC )|
Paragangliome, SAI|M-8680/1|86801||P4A0|PARAGANGLIOME A LA LIMITE DE LA MALIGNITE|
||||P4C0|PHEOCHROMOCYTOME A LA LIMITE DE LA MALIGNITE|
Paragangliome malin|M-8680/3|86803||P7A0|PARAGANGLIOME MALIN|
Phéochromocytome malin (C74.1)|M-8700/3|87003||P7C0|PHEOCHROMOCYTOME MALIN|
Phéochromocytome malin (C74.1)|M-8700/3|87003|G|P7C2|PHEOCHROMOCYTOME MALIN AU COURS D'UNE POLYONCOSE|
Trichilemmocarcinome (C44.-)|M-8102/3|81023||P7E0|EPITHELIOMA PILAIRE - TRICHILEMMOCARCINOME - CARCINOME MATRICIEL PILAIRE- TRICHOFOLLICULOCARCINOME|
Carcinome pilomatriciel (C44.-)|M-8110/3|81103||P7G2|PILOMATRICOME MALIN|
Pinéalome (C75.3)|M-9360/1|93601||P7P0|PINEALOME (SAI)|
Pinéalocytome (C75.3)|M-9361/1|93611||P7P2|PINEOCYTOME - PINEALOCYTOME|
Pinéaloblastome (C75.3)|M-9362/3|93623||P7P4|PINEALOBLASTOME - PINEOBLASTOME|
Pinéaloblastome (C75.3)|M-9362/3|93623|G|P7P6|PINEALOBLASTOME MIXTE - PINEOBLASTOME MIXTE|
Ostéome, SAI (C40.-, C41.-)|M-9180/0|91800||Q0A0|OSTEOME|
Ostéoblastome, SAI (C40.-, C41.-)|M-9200/0|92000||Q0G0|OSTEOBLASTOME - OSTEOME OSTEOIDE GEANT|
Ostéome ostéoïde, SAI (C40.-, C41.-)|M-9191/0|91910||Q0H0|OSTEOME OSTEOIDE|
||||Q0K0|BONE ISLAND|
Fibrome ossifiant|M-9262/0|92620||Q0M0|FIBROME OSSIFIANT|
||||Q0P0|OSTEOFIBRODYSPLASIE|
Ostéoblastome agressif (C40.-, C41.-)|M-9200/1|92001||Q4G0|OSTEOBLASTOME AGRESSIF|
||||Q4N0|TUMEUR FIBROMYXOIDE OSSIFIANTE DES TISSUS MOUS|
Ostéosarcome, SAI (C40.-, C41.-)|M-9180/3|91803||Q7A0|OSTEOSARCOME (SAI)|
Ostéosarcome, SAI (C40.-, C41.-)|M-9180/3|91803||Q7A2|OSTEOSARCOME OSTEOBLASTIQUE - SARCOME OSTEOBLASTIQUE|
Ostéosarcome, SAI (C40.-, C41.-)|M-9180/3|91803|G|Q7A4|OSTEOSARCOME OSTEOGENIQUE|
Ostéosarcome, SAI (C40.-, C41.-)|M-9180/3|91803|G|Q7A5|OSTEOSARCOME A CELLULES GEANTES PREDOMINANTES|
Ostéosarcome chondroblastique (C40.-, C41.-)|M-9181/3|91813|91803|Q7A6|OSTEOSARCOME A PREDOMINANCE CHONDROBLASTIQUE|
Ostéosarcome fibroblastique (C40.-, C41.-)|M-9182/3|91823|91803|Q7A7|OSTEOSARCOME A PREDOMINANCE FIBROBLASTIQUE|
Ostéosarcome, SAI (C40.-, C41.-)|M-9180/3|91803|G|Q7A9|OSTEOSARCOME A COMPOSANTES MULTIPLES - SARCOME SQUELETTOGENE|
Ostéosarcome télangiectasique (C40.-, C41.-)|M-9183/3|91833||Q7C2|OSTEOSARCOME TELANGIECTASIQUE|
Ostéosarcome intra-osseux bien différencié (C40.-, C41.-)|M-9187/3|91873||Q7C4|OSTEOSARCOME INTRA-OSSEUX BIEN DIFFERENCIE|
Ostéosarcome parostéal (C40.-, C41.-)|M-9192/3|91923||Q7C6|OSTEOSARCOME JUXTACORTICAL|
Ostéosarcome périosté (C40.-, C41.-)|M-9193/3|91933||Q7C8|OSTEOSARCOME PERIOSTE|
Ostéosarcome, SAI (C40.-, C41.-)|M-9180/3|91803|G|Q7C9|OSTEOSARCOME MULTIPLES|
Ostéosarcome sur maladie de Paget de l’os (C40.-, C41.-)|M-9184/3|91843||Q7E2|OSTEOSARCOME SUR MALADIE DE PAGET|
Ostéosarcome, SAI (C40.-, C41.-)|M-9180/3|91803|G|Q7E4|OSTEOSARCOME SUR AUTRE LESION PREEXISTANTE (INFARCTUS, CHONDROME, ETC)|
Ostéosarcome, SAI (C40.-, C41.-)|M-9180/3|91803|G|Q7E8|OSTEOSARCOME RADIO-INDUIT - OSTEOSARCOME EN TERRITOIRE IRRADIE|
Papillome schneidérien, SAI (C30.0, C31.-)|M-8121/0|81210||R0A0|PAPILLOME TRANSITIONNEL A CELLULES DE TYPE RESPIRATOIRE - PAPILLOME SCHNEIDERIEN|
Papillome transitionnel inversé, SAI|M-8121/1|81211||R0A4|PAPILLOME INVERSE A CELLULES DE TYPE RESPIRATOIRE|
Papillome transitionnel inversé, SAI|M-8121/1|81211||R0A6|PAPILLOME A CELLULES CYLINDRIQUES ONCOCYTAIRES|
Rhabdomyome, SAI|M-8900/0|89000||R0C0|RHABDOMYOME (SAI)|
Rhabdomyome foetal|M-8903/0|89030||R0C1|RHABDOMYOME F_TAL|
Rhabdomyome adulte|M-8904/0|89040||R0C3|RHABDOMYOME ADULTE - RHABDOMYOME GLYCOGENIQUE|
Rhabdomyome génital (C51.-, C52.9)|M-8905/0|89050||R0C5|RHABDOMYOME DE TYPE GENITAL|
Carcinome schneidérien (C30.0, C31.-)|M-8121/3|81213||R7A0|CARCINOME TRANSITIONNEL A CELLULES DE TYPE RESPIRATOIRE - CARCINOME SCHNEIDERIEN|
Rhabdomyosarcome, SAI|M-8900/3|89003||R7C0|RHABDOMYOSARCOME (SAI)|
Rhabdomyosarcome alvéolaire|M-8920/3|89203||R7C2|RHABDOMYOSARCOME ALVEOLAIRE|
Rhabdomyosarcome embryonnaire, SAI|M-8910/3|89103||R7C3|RHABDOMYOSARCOME EMBRYONNAIRE (SAI)|
Rhabdomyosarcome embryonnaire, SAI|M-8910/3|89103|G|R7C4|RHABDOMYOSARCOME EMBRYONNAIRE DE TYPE BOTRYOIDE|
Rhabdomyosarcome à cellules fusiformes|M-8912/3|89123||R7C5|RHABDOMYOSARCOME A CELLULES FUSIFORMES|
Rhabdomyosarcome pléomorphe de type l’adulte|M-8901/3|89013||R7C6|RHABDOMYOSARCOME POLYMORPHE|
Rhabdomyosarcome à cellularité mixte|M-8902/3|89023||R7C8|RHABDOMYOSARCOME MIXTE|
Adénome sébacé (C44.-)|M-8410/0|84100||S0A0|ADENOME SEBACE ET MEIBONIEN (SAI)|
Adénome sébacé (C44.-)|M-8410/0|84100|G|S0A1|ADENOME SEBACE SYMETRIQUE|
Adénome sébacé (C44.-)|M-8410/0|84100|G|S0A2|HYPERPLASIE SEBACEE ADENOMATEUSE|
kerato-acanthome|M-72860|72860||S0A4|KERATO-ACANTHOME - KYSTE SEBACE ATYPIQUE DE DUPONT|
kerato-acanthomes multiples|M-72870|72870||S0A5|TORRET-MUIR  SYNDROME DE - KERATO-ACANTHOMES MULTIPLES|
